101,SUCCESS,exec0,10,0,2.01,2.11,0
533,SUCCESS,exec0,10,0,2.0167,4.1267,0
1018,SUCCESS,exec0,10,0,2.021,6.1477,0
658,SUCCESS,exec0,10,0,2.0265,8.1742,0
85,SUCCESS,exec0,10,0,2.044,10.2182,0
587,SUCCESS,exec0,10,0,2.0662,12.2843,0
903,SUCCESS,exec0,10,0,2.0967,14.381,0
114,SUCCESS,exec0,10,0,2.113,16.494,0
70,SUCCESS,exec0,10,0,2.1202,18.6142,0
83,SUCCESS,exec0,10,0,2.122,20.7362,0
552,SUCCESS,exec0,10,0,2.1242,22.8603,0
981,SUCCESS,exec0,10,0,2.1357,24.996,0
44,SUCCESS,exec0,10,0,2.1855,27.1815,0
283,SUCCESS,exec0,10,0,2.1613,29.3428,0
231,SUCCESS,exec0,10,0,2.1967,31.5395,0
477,SUCCESS,exec0,10,0,2.1845,33.724,0
385,SUCCESS,exec0,10,0,2.2093,35.9333,0
681,SUCCESS,exec0,10,0,2.236,38.1693,0
500,SUCCESS,exec0,10,0,2.2413,40.4107,0
861,SUCCESS,exec0,10,0,2.2513,42.662,0
925,SUCCESS,exec0,10,0,2.2515,44.9135,0
770,SUCCESS,exec0,10,0,2.2587,47.1722,0
900,SUCCESS,exec0,10,0,2.2675,49.4397,0
834,SUCCESS,exec0,10,0,2.2715,51.7112,0
603,SUCCESS,exec0,10,0,2.29,54.0012,0
790,SUCCESS,exec0,10,0,2.3865,56.3877,0
696,SUCCESS,exec0,10,0,2.3955,58.7832,0
897,SUCCESS,exec0,10,0,2.398,61.1812,0
1006,SUCCESS,exec0,10,0,2.4095,63.5907,0
489,SUCCESS,exec0,10,0,2.455,66.0457,0
965,SUCCESS,exec0,10,0,2.4653,68.511,0
421,SUCCESS,exec0,10,0,2.471,70.982,0
566,SUCCESS,exec0,10,0,2.543,73.525,0
245,SUCCESS,exec0,10,0,2.4873,76.0123,0
188,SUCCESS,exec0,10,0,2.4928,78.5052,0
904,SUCCESS,exec0,10,0,2.5245,81.0297,0
525,SUCCESS,exec0,10,0,2.5207,83.5503,0
1021,SUCCESS,exec0,10,0,2.5218,86.0722,0
768,SUCCESS,exec0,10,0,2.5647,88.6368,0
752,SUCCESS,exec0,10,0,2.583,91.2198,0
749,SUCCESS,exec0,10,0,2.642,93.8618,0
1009,SUCCESS,exec0,10,0,2.645,96.5068,0
604,SUCCESS,exec0,10,0,2.775,99.2818,0
614,SUCCESS,exec0,10,0,2.714,101.9958,0
109,SUCCESS,exec0,10,0,2.7203,104.7162,0
547,SUCCESS,exec0,10,0,2.7373,107.4535,0
838,SUCCESS,exec0,10,0,2.74,110.1935,0
922,SUCCESS,exec0,10,0,2.7395,112.933,0
274,SUCCESS,exec0,10,0,2.7505,115.6835,0
379,SUCCESS,exec0,10,0,2.7567,118.4402,0
536,SUCCESS,exec0,10,0,2.7635,121.2037,0
128,SUCCESS,exec0,10,0,2.771,123.9747,0
195,SUCCESS,exec0,10,0,2.7762,126.7508,0
628,SUCCESS,exec0,10,0,2.7987,129.5495,0
389,SUCCESS,exec0,10,0,2.9088,132.4583,0
582,SUCCESS,exec0,10,0,2.849,135.3073,0
801,SUCCESS,exec0,10,0,2.8527,138.16,0
1011,SUCCESS,exec0,10,0,2.8763,141.0363,0
424,SUCCESS,exec0,10,0,2.8808,143.9172,0
954,SUCCESS,exec0,10,0,2.8895,146.8067,0
381,SUCCESS,exec0,10,0,2.891,149.6977,0
679,SUCCESS,exec0,10,0,2.8947,152.5923,0
495,SUCCESS,exec0,10,0,2.941,155.5333,0
620,SUCCESS,exec0,10,0,2.9463,158.4797,0
686,SUCCESS,exec0,10,0,2.9785,161.4582,0
57,SUCCESS,exec0,10,0,2.9953,164.4535,0
211,SUCCESS,exec0,10,0,3.0187,167.4722,0
949,SUCCESS,exec0,10,0,3.0295,170.5017,0
84,SUCCESS,exec0,10,0,3.0347,173.5363,0
503,SUCCESS,exec0,10,0,3.0485,176.5848,0
513,SUCCESS,exec0,10,0,3.09,179.6748,0
365,SUCCESS,exec0,10,0,3.1097,182.7845,0
738,SUCCESS,exec0,10,0,3.1187,185.9032,0
518,SUCCESS,exec0,10,0,3.1233,189.0265,0
3,SUCCESS,exec0,10,0,3.1268,192.1533,0
92,SUCCESS,exec0,10,0,3.144,195.2973,0
24,SUCCESS,exec0,10,0,3.1545,198.4518,0
235,SUCCESS,exec0,10,0,3.166,201.6178,0
534,SUCCESS,exec0,10,0,3.1677,204.7855,0
420,SUCCESS,exec0,10,0,3.212,207.9975,0
642,SUCCESS,exec0,10,0,3.211,211.2085,0
364,SUCCESS,exec0,10,0,3.2285,214.437,0
930,SUCCESS,exec0,10,0,3.2418,217.6788,0
1003,SUCCESS,exec0,10,0,3.2533,220.9322,0
728,SUCCESS,exec0,10,0,3.2605,224.1927,0
878,SUCCESS,exec0,10,0,3.292,227.4847,0
729,SUCCESS,exec0,10,0,3.295,230.7797,0
512,SUCCESS,exec0,10,0,3.3393,234.119,0
427,SUCCESS,exec0,10,0,3.3595,237.4785,0
593,SUCCESS,exec0,10,0,3.3677,240.8462,0
279,SUCCESS,exec0,10,0,3.478,244.3242,0
310,SUCCESS,exec0,10,0,3.389,247.7132,0
20,SUCCESS,exec0,10,0,3.4013,251.1145,0
520,SUCCESS,exec0,10,0,3.4113,254.5258,0
134,SUCCESS,exec0,10,0,3.418,257.9438,0
422,SUCCESS,exec0,10,0,3.4518,261.3957,0
492,SUCCESS,exec0,10,0,3.464,264.8597,0
25,SUCCESS,exec0,10,0,3.4645,268.3242,0
147,SUCCESS,exec0,10,0,3.4835,271.8077,0
472,SUCCESS,exec0,10,0,3.5023,275.31,0
765,SUCCESS,exec0,10,0,3.5125,278.8225,0
351,SUCCESS,exec0,10,0,3.5242,282.3467,0
291,SUCCESS,exec0,10,0,3.5273,285.874,0
857,SUCCESS,exec0,10,0,3.558,289.432,0
732,SUCCESS,exec0,10,0,3.5695,293.0015,0
266,SUCCESS,exec0,10,0,3.589,296.5905,0
149,SUCCESS,exec0,10,0,3.5907,300.1812,0
584,SUCCESS,exec0,10,0,3.646,303.8272,0
467,SUCCESS,exec0,10,0,3.647,307.4742,0
995,SUCCESS,exec0,10,0,3.7603,311.2345,0
863,SUCCESS,exec0,10,0,3.6727,314.9072,0
315,SUCCESS,exec0,10,0,3.6755,318.5827,0
901,SUCCESS,exec0,10,0,3.6858,322.2685,0
409,SUCCESS,exec0,10,0,3.6978,325.9663,0
909,SUCCESS,exec0,10,0,3.7222,329.6885,0
321,SUCCESS,exec0,10,0,3.7283,333.4168,0
600,SUCCESS,exec0,10,0,3.7453,337.1622,0
564,SUCCESS,exec0,10,0,3.8348,340.997,0
776,SUCCESS,exec0,10,0,3.7743,344.7713,0
236,SUCCESS,exec0,10,0,3.7807,348.552,0
799,SUCCESS,exec0,10,0,3.7813,352.3333,0
851,SUCCESS,exec0,10,0,3.7963,356.1297,0
700,SUCCESS,exec0,10,0,3.8258,359.9555,0
277,SUCCESS,exec0,10,0,3.827,363.7825,0
539,SUCCESS,exec0,10,0,3.8272,367.6097,0
190,SUCCESS,exec0,10,0,3.8337,371.4433,0
821,SUCCESS,exec0,10,0,3.9517,375.395,0
914,SUCCESS,exec0,10,0,3.875,379.27,0
789,SUCCESS,exec0,10,0,3.8825,383.1525,0
122,SUCCESS,exec0,10,0,3.9088,387.0613,0
345,SUCCESS,exec0,10,0,3.972,391.0333,0
538,SUCCESS,exec0,10,0,3.923,394.9563,0
